datetime,close,holding,cash_flows,trades,stoploss,trades_pl,cum_cash_flow,cash,strategy,strategy_pl_cum
2018-01-01 01:15:00,13550.66,-1,0.0,0,0,0.0,13815.57005,27630.98005,14080.320049999998,0.01917496838675059
2018-01-01 01:20:00,13541.2,-1,0.0,0,0,0.0,13815.57005,27630.98005,14089.780049999998,0.019859711003871627
2018-01-01 01:25:00,13560.0,-1,0.0,0,0,0.0,13815.57005,27630.98005,14070.980049999998,0.01849891172248941
2018-01-01 01:30:00,13500.14,-1,0.0,0,0,0.0,13815.57005,27630.98005,14130.840049999999,0.022831754540762805
2018-01-01 01:35:00,13515.89,-1,0.0,0,0,0.0,13815.57005,27630.98005,14115.090049999999,0.021691723227902582
2018-01-01 01:40:00,13440.01,-1,0.0,0,0,0.0,13815.57005,27630.98005,14190.970049999998,0.02718414075297071
2018-01-01 01:45:00,13370.0,-1,0.0,0,0,0.0,13815.57005,27630.98005,14260.980049999998,0.03225167041730925
2018-01-01 01:50:00,13300.21,-1,0.0,0,0,0.0,13815.57005,27630.98005,14330.77005,0.037303275834738026
2018-01-01 01:55:00,13203.06,-1,0.0,0,0,0.0,13815.57005,27630.98005,14427.920049999999,0.04433527850422103
2018-01-01 02:00:00,13366.0,-1,0.0,0,0,0.0,13815.57005,27630.98005,14264.980049999998,0.03254120217930545
2018-01-01 02:05:00,13320.0,-1,0.0,0,0,0.0,13815.57005,27630.98005,14310.980049999998,0.035870817442261727
2018-01-01 02:10:00,13387.0,-1,0.0,0,0,0.0,13815.57005,27630.98005,14243.980049999998,0.0310211604288253
2018-01-01 02:15:00,13287.45,-1,0.0,0,0,0.0,13815.57005,27630.98005,14343.530049999998,0.03822688215550585
2018-01-01 02:20:00,13301.65,-1,0.0,0,0,0.0,13815.57005,27630.98005,14329.330049999999,0.037199044400419545
2018-01-01 02:25:00,13225.0,-1,0.0,0,0,0.0,13815.57005,27630.98005,14405.980049999998,0.04274719678967176
2018-01-01 02:30:00,13288.0,-1,0.0,0,0,0.0,13815.57005,27630.98005,14342.980049999998,0.03818707153823153
2018-01-01 02:35:00,13220.0,-1,0.0,0,0,0.0,13815.57005,27630.98005,14410.980049999998,0.043109111492166896
2018-01-01 02:40:00,13321.08,-1,0.0,0,0,0.0,13815.57005,27630.98005,14309.900049999998,0.03579264386652281
2018-01-01 02:45:00,13365.99,-1,0.0,0,0,0.0,13815.57005,27630.98005,14264.990049999999,0.03254192600871053
2018-01-01 02:50:00,13323.02,-1,0.0,0,0,0.0,13815.57005,27630.98005,14307.960049999998,0.03565222096195475
2018-01-01 02:55:00,13330.18,-1,0.0,0,0,0.0,13815.57005,27630.98005,14300.800049999998,0.03513395910798156
2018-01-01 03:00:00,13293.01,-1,0.0,0,0,0.0,13815.57005,27630.98005,14337.970049999998,0.037824433006331315
2018-01-01 03:05:00,13350.0,-1,0.0,0,0,0.0,13815.57005,27630.98005,14280.980049999998,0.03369932922729024
2018-01-01 03:10:00,13444.99,-1,0.0,0,0,0.0,13815.57005,27630.98005,14185.990049999999,0.02682367370928551
2018-01-01 03:15:00,13458.07,0,-13458.07,1,0,0.031722471720946444,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 03:20:00,13510.0,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 03:25:00,13562.37,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 03:30:00,13589.98,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 03:35:00,13445.2,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 03:40:00,13500.0,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 03:45:00,13489.96,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 03:50:00,13435.98,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 03:55:00,13410.03,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 04:00:00,13426.95,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 04:05:00,13400.0,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 04:10:00,13351.71,0,0.0,0,0,0.0,357.50005000000056,14172.91005,14172.91005,0.025876904847558002
2018-01-01 04:15:00,13330.05,-1,13330.05,-1,0,0.0,13687.55005,27502.96005,14172.910050000002,0.025876904847558002
2018-01-01 04:20:00,13408.99,0,-13396.700249999998,0,1,-0.005,290.8498000000018,14106.259800000002,14106.259800000002,0.02105256376756115
2018-01-01 04:25:00,13430.0,0,0.0,0,0,0.0,290.8498000000018,14106.259800000002,14106.259800000002,0.02105256376756115
2018-01-01 04:30:00,13445.35,0,0.0,0,0,0.0,290.8498000000018,14106.259800000002,14106.259800000002,0.02105256376756115
2018-01-01 04:35:00,13462.0,1,-13462.0,1,0,0.0,-13171.150199999998,644.2598000000016,14106.259800000002,0.02105256376756115
2018-01-01 04:40:00,13507.41,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14151.669800000001,0.02433947309562301
2018-01-01 04:45:00,13499.99,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14144.249800000001,0.02380239167712017
2018-01-01 04:50:00,13578.0,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14222.259800000002,0.02944898486545111
2018-01-01 04:55:00,13601.01,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14245.269800000002,0.03111451632633422
2018-01-01 05:00:00,13650.04,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14294.299800000003,0.03466345189900277
2018-01-01 05:05:00,13607.5,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14251.759800000002,0.031584281610173015
2018-01-01 05:10:00,13627.14,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14271.399800000001,0.03300588256157444
2018-01-01 05:15:00,13644.34,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14288.599800000002,0.034250869138158224
2018-01-01 05:20:00,13554.88,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14199.1398,0.027775491281113007
2018-01-01 05:25:00,13618.51,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14262.769800000002,0.03238121778506775
2018-01-01 05:30:00,13589.98,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14234.239800000001,0.030316132492629766
2018-01-01 05:35:00,13531.9,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14176.159800000001,0.026112131308444697
2018-01-01 05:40:00,13580.01,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14224.269800000002,0.02959447457585429
2018-01-01 05:45:00,13540.98,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14185.239800000001,0.02676936840817623
2018-01-01 05:50:00,13538.59,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14182.849800000002,0.026596373180383548
2018-01-01 05:55:00,13558.99,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14203.249800000001,0.0280729851665642
2018-01-01 06:00:00,13520.0,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14164.259800000002,0.02525077431650602
2018-01-01 06:05:00,13512.61,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14156.869800000002,0.0247158643862182
2018-01-01 06:10:00,13532.32,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14176.579800000001,0.0261425321434543
2018-01-01 06:15:00,13589.28,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14233.539800000002,0.030265464434280354
2018-01-01 06:20:00,13650.01,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14294.269800000002,0.034661280410787754
2018-01-01 06:25:00,13687.76,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14332.019800000002,0.037393736414627066
2018-01-01 06:30:00,13647.06,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14291.319800000001,0.03444775073631545
2018-01-01 06:35:00,13674.98,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14319.239800000001,0.03646868243504908
2018-01-01 06:40:00,13722.47,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14366.729800000001,0.03990614827934902
2018-01-01 06:45:00,13722.0,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14366.259800000002,0.03987212829731446
2018-01-01 06:50:00,13773.89,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14418.149800000001,0.043628079079810256
2018-01-01 06:55:00,13780.41,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14424.669800000001,0.04410001585186407
2018-01-01 07:00:00,13770.02,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14414.279800000002,0.04334795710007899
2018-01-01 07:05:00,13805.0,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14449.259800000002,0.045879912358735675
2018-01-01 07:10:00,13775.0,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14419.259800000002,0.04370842414376419
2018-01-01 07:15:00,13681.62,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14325.879800000002,0.036949305159962975
2018-01-01 07:20:00,13669.36,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14313.619800000002,0.03606189030944451
2018-01-01 07:25:00,13698.0,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14342.259800000002,0.03813493772533727
2018-01-01 07:30:00,13744.0,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14388.259800000002,0.041464552988293546
2018-01-01 07:35:00,13660.43,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14304.689800000002,0.03541551065078785
2018-01-01 07:40:00,13644.95,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14289.209800000002,0.03429502273186258
2018-01-01 07:45:00,13580.01,1,0.0,0,0,0.0,-13171.150199999998,644.2598000000016,14224.269800000002,0.02959447457585429
2018-01-01 07:50:00,13610.99,0,13610.99,-1,0,0.011067449116030303,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 07:55:00,13570.35,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:00:00,13544.99,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:05:00,13573.08,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:10:00,13656.23,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:15:00,13689.64,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:20:00,13673.0,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:25:00,13632.89,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:30:00,13486.31,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:35:00,13530.09,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:40:00,13434.71,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:45:00,13489.98,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:50:00,13484.99,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 08:55:00,13499.99,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 09:00:00,13564.98,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 09:05:00,13550.0,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 09:10:00,13589.83,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 09:15:00,13588.0,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 09:20:00,13607.97,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 09:25:00,13549.77,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 09:30:00,13548.5,0,0.0,0,0,0.0,439.83980000000156,14255.249800000001,14255.249800000001,0.031836898072514774
2018-01-01 09:35:00,13580.0,1,-13580.0,1,0,0.0,-13140.160199999998,675.2498000000014,14255.249800000001,0.031836898072514774
2018-01-01 09:40:00,13599.99,1,0.0,0,0,0.0,-13140.160199999998,675.2498000000014,14275.239800000001,0.033283833053090905
2018-01-01 09:45:00,13591.75,1,0.0,0,0,0.0,-13140.160199999998,675.2498000000014,14266.999800000001,0.03268739762337858
2018-01-01 09:50:00,13636.0,1,0.0,0,0,0.0,-13140.160199999998,675.2498000000014,14311.249800000001,0.03589034274046177
2018-01-01 09:55:00,13616.99,1,0.0,0,0,0.0,-13140.160199999998,675.2498000000014,14292.239800000001,0.034514343041574636
2018-01-01 10:00:00,13574.81,1,0.0,0,0,0.0,-13140.160199999998,675.2498000000014,14250.0598,0.031461230611324664
2018-01-01 10:05:00,13585.98,1,0.0,0,0,0.0,-13140.160199999998,675.2498000000014,14261.229800000001,0.03226974805669913
2018-01-01 10:10:00,13550.0,1,0.0,0,0,0.0,-13140.160199999998,675.2498000000014,14225.249800000001,0.02966540985754329
2018-01-01 10:15:00,13549.98,1,0.0,0,0,0.0,-13140.160199999998,675.2498000000014,14225.229800000001,0.02966396219873313
2018-01-01 10:20:00,13509.99,-1,27022.09,-1,-1,-0.005,13881.929800000002,27697.3398,14187.349800000002,0.026922096412629326
2018-01-01 10:25:00,13549.03,-1,0.0,0,0,0.0,13881.929800000002,27697.3398,14148.3098,0.024096266415546186
2018-01-01 10:30:00,13560.0,-1,0.0,0,0,0.0,13881.929800000002,27697.3398,14137.339800000002,0.02330222555827155
2018-01-01 10:35:00,13546.06,-1,0.0,0,0,0.0,13881.929800000002,27697.3398,14151.279800000002,0.024311243748828426
2018-01-01 10:40:00,13586.51,0,-13577.539949999998,0,1,-0.005,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 10:45:00,13550.0,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 10:50:00,13556.53,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 10:55:00,13570.01,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:00:00,13412.0,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:05:00,13275.61,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:10:00,13251.76,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:15:00,13151.7,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:20:00,13123.87,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:25:00,13079.98,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:30:00,13130.04,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:35:00,13152.03,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:40:00,13132.0,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:45:00,13102.01,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:50:00,13199.01,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 11:55:00,13220.56,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:00:00,13258.0,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:05:00,13295.4,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:10:00,13247.41,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:15:00,13172.0,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:20:00,13126.0,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:25:00,13146.15,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:30:00,13199.37,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:35:00,13170.02,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:40:00,13200.01,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:45:00,13198.87,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:50:00,13218.9,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 12:55:00,13172.42,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 13:00:00,12927.81,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 13:05:00,12925.0,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
2018-01-01 13:10:00,13041.03,0,0.0,0,0,0.0,304.3898500000032,14119.799850000003,14119.799850000003,0.022032632401065344
