,close,holding,cash_flows,trades,stoploss,trades_pl,cum_cash_flow,cash
2018-01-05 09:30:00.000,15883.26,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 09:35:00.000,16050.0,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 09:40:00.000,15985.0,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 09:45:00.000,15932.09,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 09:50:00.000,15948.97,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 09:55:00.000,15880.39,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:00:00.000,15875.01,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:05:00.000,15948.1,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:10:00.000,15900.0,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:15:00.000,15867.9,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:20:00.000,15921.93,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:25:00.000,15900.99,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:30:00.000,15985.0,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:35:00.000,16145.16,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:40:00.000,16238.66,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:45:00.000,16280.02,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:50:00.000,16298.99,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 10:55:00.000,16138.230000000001,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 11:00:00.000,16154.0,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 11:05:00.000,16057.0,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 11:10:00.000,15925.01,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 11:15:00.000,15925.01,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 11:20:00.000,15999.99,1.0,0.0,0.0,0,0.0,-14808.550000000007,-993.1400000000067
2018-01-05 11:25:00.000,15956.18,0.0,15956.18,-1.0,0,0.0638886036652937,1147.6299999999937,14963.039999999994
2018-01-05 11:30:00.000,16105.0,0.0,0.0,0.0,0,0.0,1147.6299999999937,14963.039999999994
2018-01-05 11:35:00.000,16128.0,1.0,-16128.0,1.0,0,0.0,-14980.370000000006,-1164.9600000000064
2018-01-05 11:40:00.000,16119.91,1.0,0.0,0.0,0,0.0,-14980.370000000006,-1164.9600000000064
2018-01-05 11:45:00.000,16120.0,1.0,0.0,0.0,0,0.0,-14980.370000000006,-1164.9600000000064
2018-01-05 11:50:00.000,16055.0,1.0,0.0,0.0,0,0.0,-14980.370000000006,-1164.9600000000064
2018-01-05 11:55:00.000,16090.69,1.0,0.0,0.0,0,0.0,-14980.370000000006,-1164.9600000000064
2018-01-05 12:00:00.000,16069.99,1.0,0.0,0.0,0,0.0,-14980.370000000006,-1164.9600000000064
2018-01-05 12:05:00.000,16050.89,1.0,0.0,0.0,0,0.0,-14980.370000000006,-1164.9600000000064
2018-01-05 12:10:00.000,15977.56,0.0,15977.56,-1.0,0,-0.00932787698412707,997.1899999999932,14812.599999999993
2018-01-05 12:15:00.000,15982.01,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 12:20:00.000,15952.02,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 12:25:00.000,15889.99,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 12:30:00.000,15879.97,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 12:35:00.000,15885.99,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 12:40:00.000,15909.99,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 12:45:00.000,15811.01,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 12:50:00.000,15799.0,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 12:55:00.000,15838.0,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 13:00:00.000,15856.01,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 13:05:00.000,15832.01,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 13:10:00.000,15969.99,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 13:15:00.000,15952.91,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 13:20:00.000,15938.49,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 13:25:00.000,16020.68,0.0,0.0,0.0,0,0.0,997.1899999999932,14812.599999999993
2018-01-05 13:30:00.000,16042.01,1.0,-16042.01,1.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 13:35:00.000,16060.15,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 13:40:00.000,16109.01,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 13:45:00.000,16139.99,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 13:50:00.000,16160.01,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 13:55:00.000,16093.94,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:00:00.000,15960.08,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:05:00.000,16012.16,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:10:00.000,16024.34,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:15:00.000,16076.27,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:20:00.000,16080.0,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:25:00.000,16145.89,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:30:00.000,16217.49,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:35:00.000,16154.630000000001,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:40:00.000,16089.19,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:45:00.000,16099.0,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:50:00.000,16130.02,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 14:55:00.000,16103.18,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 15:00:00.000,16065.04,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 15:05:00.000,16065.740000000002,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 15:10:00.000,16068.91,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 15:15:00.000,16084.15,1.0,0.0,0.0,0,0.0,-15044.820000000007,-1229.4100000000071
2018-01-05 15:20:00.000,16076.99,0.0,16076.99,-1.0,0,0.002180524759677782,1032.1699999999928,14847.579999999993
2018-01-05 15:25:00.000,16101.67,0.0,0.0,0.0,0,0.0,1032.1699999999928,14847.579999999993
2018-01-05 15:30:00.000,16100.0,0.0,0.0,0.0,0,0.0,1032.1699999999928,14847.579999999993
2018-01-05 15:35:00.000,16077.99,0.0,0.0,0.0,0,0.0,1032.1699999999928,14847.579999999993
2018-01-05 15:40:00.000,16074.0,0.0,0.0,0.0,0,0.0,1032.1699999999928,14847.579999999993
2018-01-05 15:45:00.000,16071.98,0.0,0.0,0.0,0,0.0,1032.1699999999928,14847.579999999993
2018-01-05 15:50:00.000,16072.04,0.0,0.0,0.0,0,0.0,1032.1699999999928,14847.579999999993
2018-01-05 15:55:00.000,16087.720000000001,0.0,0.0,0.0,0,0.0,1032.1699999999928,14847.579999999993
2018-01-05 16:00:00.000,16179.99,1.0,-16179.99,1.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:05:00.000,16286.59,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:10:00.000,16300.01,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:15:00.000,16379.97,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:20:00.000,16388.960000000003,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:25:00.000,16494.68,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:30:00.000,16410.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:35:00.000,16390.02,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:40:00.000,16400.03,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:45:00.000,16424.980000000003,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:50:00.000,16420.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 16:55:00.000,16449.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:00:00.000,16450.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:05:00.000,16466.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:10:00.000,16452.91,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:15:00.000,16497.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:20:00.000,16600.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:25:00.000,16650.01,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:30:00.000,16827.95,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:35:00.000,16800.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:40:00.000,16786.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:45:00.000,16790.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:50:00.000,16622.01,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 17:55:00.000,16650.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:00:00.000,16765.82,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:05:00.000,16827.04,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:10:00.000,16859.99,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:15:00.000,16858.0,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:20:00.000,16897.99,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:25:00.000,16871.03,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:30:00.000,16840.02,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:35:00.000,16717.06,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:40:00.000,16674.87,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:45:00.000,16577.27,1.0,0.0,0.0,0,0.0,-15147.820000000007,-1332.4100000000071
2018-01-05 18:50:00.000,16500.0,0.0,16500.0,-1.0,0,0.019778133361021855,1352.179999999993,15167.589999999993
2018-01-05 18:55:00.000,16579.0,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:00:00.000,16469.02,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:05:00.000,16410.84,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:10:00.000,16381.29,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:15:00.000,16439.99,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:20:00.000,16415.329999999998,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:25:00.000,16553.51,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:30:00.000,16500.0,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:35:00.000,16599.0,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:40:00.000,16635.01,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:45:00.000,16551.0,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:50:00.000,16553.99,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 19:55:00.000,16593.01,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:00:00.000,16591.960000000003,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:05:00.000,16490.04,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:10:00.000,16523.57,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:15:00.000,16466.4,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:20:00.000,16498.0,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:25:00.000,16499.480000000003,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:30:00.000,16367.91,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:35:00.000,16415.1,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:40:00.000,16450.0,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:45:00.000,16518.01,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:50:00.000,16586.109999999997,0.0,0.0,0.0,0,0.0,1352.179999999993,15167.589999999993
2018-01-05 20:55:00.000,16668.36,1.0,-16668.36,1.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:00:00.000,16799.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:05:00.000,16780.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:10:00.000,16795.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:15:00.000,16712.01,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:20:00.000,16797.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:25:00.000,16720.02,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:30:00.000,16780.01,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:35:00.000,16869.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:40:00.000,16898.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:45:00.000,16879.980000000003,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:50:00.000,16900.9,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 21:55:00.000,16799.95,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:00:00.000,16716.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:05:00.000,16770.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:10:00.000,16813.87,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:15:00.000,16775.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:20:00.000,16820.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:25:00.000,16836.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:30:00.000,16900.280000000002,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:35:00.000,16936.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:40:00.000,16950.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:45:00.000,16910.829999999998,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:50:00.000,16975.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 22:55:00.000,17021.36,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:00:00.000,16942.109999999997,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:05:00.000,17000.24,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:10:00.000,17050.27,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:15:00.000,17134.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:20:00.000,17168.99,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:25:00.000,17173.97,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:30:00.000,17147.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:35:00.000,17100.0,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:40:00.000,16806.280000000002,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:45:00.000,17028.95,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:50:00.000,16951.89,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-05 23:55:00.000,16960.39,1.0,0.0,0.0,0,0.0,-15316.180000000008,-1500.7700000000077
2018-01-06 00:00:00.000,16919.0,0.0,16919.0,-1.0,0,0.015036872253779032,1602.8199999999924,15418.229999999992
2018-01-06 00:05:00.000,16743.23,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:10:00.000,16750.0,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:15:00.000,16754.97,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:20:00.000,16769.149999999998,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:25:00.000,16720.0,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:30:00.000,16760.71,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:35:00.000,16814.05,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:40:00.000,16781.960000000003,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:45:00.000,16838.97,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:50:00.000,16897.97,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 00:55:00.000,16998.0,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 01:00:00.000,16930.04,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 01:05:00.000,16960.0,0.0,0.0,0.0,0,0.0,1602.8199999999924,15418.229999999992
2018-01-06 01:10:00.000,16982.0,1.0,-16982.0,1.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 01:15:00.000,17019.99,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 01:20:00.000,17060.01,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 01:25:00.000,17065.0,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 01:30:00.000,16968.35,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 01:35:00.000,17018.18,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 01:40:00.000,16959.97,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 01:45:00.000,16901.03,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 01:50:00.000,16945.06,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 01:55:00.000,17025.03,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 02:00:00.000,17049.01,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 02:05:00.000,17040.86,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 02:10:00.000,16962.03,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 02:15:00.000,16714.99,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 02:20:00.000,16844.91,1.0,0.0,0.0,0,0.0,-15379.180000000008,-1563.7700000000077
2018-01-06 02:25:00.000,16830.0,0.0,16830.0,-1.0,0,-0.008950653633258754,1450.8199999999924,15266.229999999992
2018-01-06 02:30:00.000,16800.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 02:35:00.000,16603.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 02:40:00.000,16649.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 02:45:00.000,16617.01,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 02:50:00.000,16632.02,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 02:55:00.000,16540.99,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:00:00.000,16599.99,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:05:00.000,16666.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:10:00.000,16688.129999999997,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:15:00.000,16636.1,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:20:00.000,16636.1,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:25:00.000,16681.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:30:00.000,16707.93,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:35:00.000,16675.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:40:00.000,16626.66,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:45:00.000,16543.97,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:50:00.000,16447.109999999997,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 03:55:00.000,16521.59,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:00:00.000,16548.99,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:05:00.000,16420.04,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:10:00.000,16359.99,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:15:00.000,16409.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:20:00.000,16379.99,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:25:00.000,16365.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:30:00.000,16421.809999999998,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:35:00.000,16520.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:40:00.000,16469.99,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:45:00.000,16500.02,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:50:00.000,16454.64,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 04:55:00.000,16470.09,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 05:00:00.000,16531.99,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 05:05:00.000,16508.75,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 05:10:00.000,16485.75,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 05:15:00.000,16510.0,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 05:20:00.000,16493.99,0.0,0.0,0.0,0,0.0,1450.8199999999924,15266.229999999992
2018-01-06 05:25:00.000,16575.960000000003,1.0,-16575.960000000003,1.0,0,0.0,-15125.14000000001,-1309.7300000000105
2018-01-06 05:30:00.000,16612.29,1.0,0.0,0.0,0,0.0,-15125.14000000001,-1309.7300000000105
2018-01-06 05:35:00.000,16680.16,1.0,0.0,0.0,0,0.0,-15125.14000000001,-1309.7300000000105
2018-01-06 05:40:00.000,16650.0,1.0,0.0,0.0,0,0.0,-15125.14000000001,-1309.7300000000105
2018-01-06 05:45:00.000,16686.0,1.0,0.0,0.0,0,0.0,-15125.14000000001,-1309.7300000000105
2018-01-06 05:50:00.000,16680.07,1.0,0.0,0.0,0,0.0,-15125.14000000001,-1309.7300000000105
2018-01-06 05:55:00.000,16642.84,1.0,0.0,0.0,0,0.0,-15125.14000000001,-1309.7300000000105
2018-01-06 06:00:00.000,16677.24,1.0,0.0,0.0,0,0.0,-15125.14000000001,-1309.7300000000105
