strategy_name,ma_short,ma_long,stoploss,sharpe_ratio,sortino_ratio,max_drawdown,Final_Return,Total_Trades,Average_Trades_PL
7_31_0.02,7,31,0.02,-0.008496720029056659,-0.012075252761273865,0.37959059982457455,-0.012401745140413367,667,8.308082617344658e-06
7_29_1,7,29,1.0,-0.011574535508273389,-0.016613145622848022,0.430187904458453,-0.10934703823953229,645,-1.2209418540770023e-06
7_28_0.03,7,28,0.03,-0.009140361951859266,-0.012960133123106907,0.29796111184835894,0.02847563549706633,661,8.122813463892325e-06
7_32_0.05,7,32,0.05,-0.01429898261199205,-0.019911682211069214,0.3932001598651639,-0.20902773443793055,600,-1.6939459984512192e-05
7_35_0.04,7,35,0.04,-0.009892985597250182,-0.014002193325036674,0.30693427592761013,-0.07643118270959692,565,-7.37060526120796e-06
8_26_0.005,8,26,0.005,0.004722071111879557,0.006956826250286403,0.10358713997556823,0.971631656636367,913,9.13177455741104e-05
6_33_1,6,33,1.0,-0.011415447455995296,-0.016392268456682034,0.41583603200149866,-0.08063095733335013,613,-1.2124340744190174e-06
7_25_0.05,7,25,0.05,-0.011385739896661322,-0.01652948708270936,0.45368341390683686,-0.06424056605812578,687,2.507631673787717e-06
6_35_0.02,6,35,0.02,-0.011217829278837894,-0.015979175975881457,0.2658976450954751,-0.08542936927339595,644,-9.178857196300653e-06
6_32_0.03,6,32,0.03,-0.013677434821327003,-0.019244922184499056,0.4797287703958184,-0.22176213283151758,641,-2.110590181311429e-05
7_27_0.01,7,27,0.01,-0.003802591751321798,-0.005465624034078993,0.3190156069360176,0.3145701831101799,797,4.173990879110828e-05
7_34_0.02,7,34,0.02,-0.009462002674613638,-0.013440357615145601,0.27062630255692743,-0.023302805232558232,613,-1.537394513443685e-06
7_31_0.03,7,31,0.03,-0.013454357445352392,-0.018968011390221435,0.453351499976428,-0.2182791266750741,635,-1.9520481784290847e-05
7_30_0.005,7,30,0.005,0.004118699095490689,0.006081735406360371,0.1127671787353578,0.9344654201239881,881,8.388485450800863e-05
7_28_0.04,7,28,0.04,-0.008513454257357772,-0.0120527902771682,0.30653293771711343,0.06954432090458673,657,1.154491664371962e-05
7_32_1,7,32,1.0,-0.012149489040864445,-0.017417976914350427,0.41174736899380204,-0.11525851271191923,599,-3.6232415654961773e-06
7_35_0.05,7,35,0.05,-0.010841863424325904,-0.015332031134932969,0.2483102356713589,-0.10531262056765966,562,-1.319990356484587e-05
8_26_0.01,8,26,0.01,-0.003323071992464754,-0.004752124744749639,0.2441869544566554,0.39949941143671275,795,4.711859028268786e-05
8_26_0.02,8,26,0.02,-0.004788865200704588,-0.006825881724245035,0.24733527949088785,0.3289028949821555,695,3.419065810472588e-05
8_27_0.05,8,27,0.05,-0.011550295152169803,-0.016619515743406713,0.40637923744918325,-0.08133627638989371,641,2.292026518403597e-06
8_29_0.01,8,29,0.01,-0.002076784282058933,-0.002998490221218097,0.23951520054697584,0.4734436931517747,745,5.21391317679918e-05
8_30_0.04,8,30,0.04,-0.01801398628295978,-0.02499023330567164,0.44520931913089923,-0.36728069353934634,594,-2.8364992866097147e-05
8_32_0.005,8,32,0.005,0.0007427519136873033,0.001086480413133759,0.13614953938132945,0.702336369912802,855,6.609172338859298e-05
8_33_0.03,8,33,0.03,-0.011747278375127236,-0.016529552587791103,0.4055439421558982,-0.14502140362203886,581,-1.0162039581287658e-05
8_34_1,8,34,1.0,-0.011443614902468266,-0.016151395229152175,0.26282919544929506,-0.14350263155978993,548,-1.748174643665559e-05
9_25_0.02,9,25,0.02,-0.006078266290847866,-0.008669528934020829,0.3330427147185566,0.18036173949627043,699,3.004678987592228e-05
9_28_0.01,9,28,0.01,-0.004034041084514072,-0.005815226214534574,0.2550463975210976,0.3294570089458726,743,3.8801532030603665e-05
9_26_0.05,9,26,0.05,-0.02078035595668721,-0.029438390588913888,0.43913565651096065,-0.35109737876820823,642,-3.4126158635661334e-05
9_29_0.04,9,29,0.04,-0.00985414914427089,-0.013893719979008476,0.31925318917645396,-0.008335785080029079,584,2.052036762113516e-06
9_31_0.005,9,31,0.005,0.0003873222344234138,0.0005651664505161374,0.16319179343610113,0.6715678878999254,829,6.925429988202217e-05
